 -   ,"0-1,000"
 -   ,1001-10000
 1 ,10001-50000
 5 ,50000-100000
 10 ,100
 50 ,
 100 ,
 500 ,
" 1,000 ",
" 5,000 ",
" 10,000 ",
" 50,000 ",
" 100,000 ",
" 500,000 ",
" 1,000,000 ",
" 5,000,000 ",
" 10,000,000 ",
" 50,000,000 ",
" 100,000,000 ",
" 500,000,000 ",
" 1,000,000,000 ",
